Pais_comprador,Regiones,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
Africa,Altos Sur,0,0,98100,98100,196200,98100,346594,324020,204750,596700,201600,0,50400,255750,311959,0,300700,414,336100,344689,515871,624292,151929,191421,248447,95076,0,145152,0,95076,155250,52050,164304,311877,469881,112257,28000,277641,218511,239,0,431514,199743,246593,493465,0,49539,311468,52243,339426,122197,347454,58189,183309,316910,0,2202527,126088,0,190492,332421,140640,281279,137448,141347,130002,465749,1636606,436261,213571,635825,338132,490190,372966,0,57628,259750,0,489150,618477,391319,0,393269,76846,175083,73766,345954,163622,0,0,189675,106127,566526,107398,826565,444928,349995,59531,219216,215723,0,175515,858453,142460,258843,64005,19952,525819,32895,277101,230165,31379,200305,224807,349723,174861,247823,220679,169171,273288,257652,29205,129682,172579,465772,272686,483633,413626,142037,270003,204985,334670,296391,227085,337949,320479,408978,332297,722793,35475341
Africa,Centro,878993,42432,176255,1099241,19742,437098,568367,438356,45665,148160,70716,535529,211629,159066,52013,219361,167846,398219,270266,292813,412123,125514,431393,856974,182230,133791,30422,523137,39468,391278,469701,64185,674250,832458,97283,222795,241764,19444,393087,180729,198761,141349,172465,197896,444913,139897,735203,164619,309800,91420,656438,85904,480271,455461,262822,279573,880029,680224,286204,504212,891974,185161,399057,310939,300935,701082,841504,857033,1104864,1088556,592993,3262733,900319,1446555,1151265,1074963,448732,4249944,2739193,1696436,883668,1258834,2063834,1061165,880722,1269699,2078660,881733,1693400,7170284,1498211,3208948,6275284,1848750,1800584,1479061,865296,2537837,2401210,3092713,2449522,3019589,1550312,3870216,4977278,3173352,5798409,5075220,6330668,3168306,3111277,6174418,538894,4275340,9046511,3492058,3787723,4437650,2039529,2554403,8052523,3430600,2595800,3213998,3561167,1684024,4725487,6263570,3067361,2404597,4296449,5679773,6222431,2376058,3772380,3465906,5233287,2629838,5869245,245630563
Africa,Valles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,2460,0,0,0,0,0,0,0,0,0,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5981
Africa,Sur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23667,0,0,8309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5821,11642,0,5821,0,0,0,0,0,102399
Africa,Sierra de Amula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Sierra Occidental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Ciénega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,7141,0,0,0,0,0,0,0,7967
Africa,Costa Sur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Costa Norte,3505,0,0,11173,0,0,2000,0,3486,771,0,0,0,0,3054,171905,0,7379,0,558,4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208633
Africa,Sureste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Altos Norte,0,19906,0,0,0,466,19623,6131,33245,18154,76,2271,0,0,49299,0,0,0,19075,36525,2406,34275,34583,16142,20318,129,0,668,0,0,0,17839,57,58179,0,0,53300,0,0,0,24265,153,0,0,5971,86725,28708,37259,0,27944,19467,23449,42387,32797,43730,32797,0,87460,35267,467991,33954,0,124266,0,175500,0,78802,31922,39175,0,0,79576,39788,47419,0,68586,36652,0,38579,0,0,0,0,48202,76317,37523,38159,38159,40787,146814,83360,41680,81538,0,24377,71675,81538,60921,0,40769,86934,0,43467,114856,0,24993,0,0,0,0,0,0,28743,0,0,0,0,61386,0,31677,0,0,2109,0,0,0,0,49787,91266,1702,0,0,0,23833,139156,0,52445,106470,0,4003900
Africa,ZMG,189843,238932,227277,56052,543532,363987,595875,505029,789655,393327,719587,270133,573679,568994,476028,39207,4950,558367,590002,827772,280265,858155,11071,747970,595160,2751519,9936282,14709859,13138429,2285530,15838666,16869055,15860313,597961,277154,334165,519672,567862,56431,1388209,2524374,323904,204621,79864,341436,195665,339958,1305985,4999304,154382,399009,426868,615717,614865,801995,811478,434841,24487402,987498,5032679,238953,234015,954472,286041,1122227,13830803,6444950,7083896,610469,611195,275372,197139,782071,349443,503465,1267909,1015237,756530,557045,658759,687809,711180,414378,513527,741689,560909,328897,315568,612489,1034757,1785027,2017714,1088082,350838,252069,298538,520767,2119982,1316990,332828,723465,1037096,598654,917135,877223,413562,407908,939926,258187,496758,341466,494596,737050,663586,692177,571377,462890,849068,278779,500152,337757,140340,681406,606375,914696,674094,403242,605754,1687518,801831,51904,480181,256373,222220,75451,906332,1111951,178044,457163,227875507
Africa,( Blank ),21299,8191,31065,17195,34390,56363,55788,62830,11536,0,20019,35200,33238,145340,911051,180829,222996,86758,187765,409824,467401,314572,334474,287922,345040,209780,176326,640640,585921,772592,129086,671553,625391,712804,150427,572012,341043,81555,468342,203013,94073,223617,116990,651484,475266,128718,179950,176898,0,242941,3714438,699540,1502552,1529320,1301344,996060,2108790,490673,120777,3788209,1644,14549179,231355,875288,1601129,3158821,410672,715832,2089442,1186546,556823,2948228,4907949,3802009,1672869,3474265,3108794,6602161,3625935,4663359,2810556,1029750,2347790,3538245,2295384,1134165,7154860,4008561,1992384,2759264,1631222,1830079,2386104,1744013,2917763,582006,7792603,705944,520080,629211,899631,603270,913680,898565,702812,551363,209141,741449,372803,418479,2168165,852787,687234,498400,731200,994818,388378,1162316,848972,4090948,419813,615220,784214,964114,1505311,746200,1571633,1102560,924660,702532,1486622,803197,373957,705745,832925,749187,989756,1636791,2098724,210780442
Africa,Regiones,1093640,309461,532697,1281761,793864,956014,1588247,1336366,1088337,1157112,1011998,843133,868946,1129150,1803404,611302,696492,1051137,1403208,1912181,1682874,1956808,963450,2100429,1391851,3190295,10143030,16019456,13763818,3544481,16592703,17674682,17324315,2513279,994745,1241229,1183779,946502,1136371,1772190,2841473,1120537,693819,1175837,1761051,551005,1333358,1996229,5361347,856113,4911549,1583215,2699116,2815752,2726801,2119908,5626187,25871847,1429746,9983583,1499584,15108995,1990429,1609716,3341138,17820708,8241677,10348956,4280211,3099868,2069322,6828268,7120317,6018392,3327599,5943351,4869165,11608635,7449902,7637031,4773352,3001985,5219271,5237985,4169195,3076062,9946530,5407643,4339060,11111119,5187495,7204548,10397534,4050999,5821358,2876208,9610199,5484215,4457496,4311244,4159552,4835470,3964566,5943232,6816156,4227275,6435410,7282414,6994553,4360644,5898211,7553180,2192226,5662133,10819611,5233114,4886814,6731099,3336451,7450468,9067745,4215365,4193211,4957066,6446946,3377004,7183995,8436118,5912842,4180665,6045781,7316604,7149152,3560762,5157861,5441904,7796417,4883440,9147925,724090733
Oceanía,Altos Sur,0,0,34164,0,0,114700,0,34164,0,90325,0,90716,0,34164,0,34164,0,34164,0,0,34164,0,0,0,89712,24598,77894,0,50805,0,49823,0,0,0,0,0,0,0,139309,0,0,0,0,0,69394,0,0,49823,0,0,92938,0,51835,0,52130,95778,176,4730,265,138146,164,0,150135,44512,99483,35392,89756,41734,307335,40168,35642,0,107464,42667,108331,0,150589,58492,100044,91147,0,42109,97006,87907,103230,0,173475,107204,228527,99526,45936,8,1575,96436,40078,104291,339511,64176,103232,152318,181042,79063,158515,82613,103232,271894,76199,13344,18252,147779,156526,0,152458,91147,40016,170050,115062,0,37520,67395,77536,35024,137243,145950,0,314530,20730,115485,68048,150459,111184,108730,75552,0,121513,262754,0,116411,117826,8818754
Oceanía,Centro,97166,350217,522359,279888,530878,2193845,166488,497384,577372,646151,821080,1664899,774669,174701,1532172,282812,1051218,1640719,246163,1659128,694506,413325,1051241,1478969,867013,896520,238110,867512,1024165,1107127,474345,582199,1355868,1091125,178897,1716682,456459,439781,436458,213188,465920,778138,805209,2733275,3656960,1462074,2263585,2622357,2652252,1138893,2009009,1789808,2030512,2404001,3953101,1604344,1745429,2686090,2208291,4148060,3446676,3039448,1930350,2028701,2009035,4704859,3506343,1731904,7430905,3160920,1811217,5650468,7453294,9685308,8988587,5301477,7228428,9732857,13584092,10333179,12452366,6135195,10840661,17478239,10104856,7234492,17277727,13263116,12365063,21211012,15538656,15518055,10375918,12207379,5977040,6767581,4076254,7079141,6755983,7563600,7515803,7360857,7658334,5421541,7568864,7048043,6610058,8658643,3973217,4420540,3739974,8199318,5049763,22458951,19615017,8555436,12334373,15525265,9850633,16183652,13034016,6996358,14922310,3255363,9179539,13612449,6092940,8250306,12128956,9771327,10136895,4971402,14763991,8799083,7312748,4057337,4312773,25738327,11481417,783996260
Oceanía,Valles,0,0,0,0,0,0,0,69465,0,0,0,0,0,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,20702,0,0,0,0,0,56332,0,0,0,0,0,0,0,0,0,0,0,24872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17180,5,0,15,48,0,282,0,52007,16583,69464,0,48,49228,70335,0,0,0,3209,3067,22368,0,11750,0,0,19728,1188,0,0,25620,5930,0,126180,0,0,43425,0,5091,37800,2150,0,19867,0,4517,72379,40186,566,3581,0,18397,0,58440,0,18193,14910,24138,0,1031018
Oceanía,Sur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6350,0,0,0,0,0,0,0,0,0,0,0,0,6350,0,0,0,0,0,0,0,0,0,5412,4241,0,687,6652,4241,0,0,9653,4241,8482,16482,38034,27324,26524,18216,0,10240,18612,0,0,0,18216,10240,0,28456,0,27232,0,0,10205,0,9402,18216,0,339304
Oceanía,Sierra de Amula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanía,Sierra Occidental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanía,Ciénega,677700,447329,346513,248878,442652,538414,298312,213444,506015,607417,228846,412884,1246200,1213439,595848,862317,367595,440937,292500,170704,127904,312439,196275,646349,398568,411689,525237,776459,1158199,997841,612882,1665738,1041227,763481,402264,141509,431640,791528,1799397,1119758,722799,730059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43344,0,0,0,0,0,0,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513,0,0,0,0,11484,7577,0,0,0,0,0,0,0,0,0,0,16027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26012871
Oceanía,Costa Sur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanía,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanía,Costa Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
Oceanía,Sureste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanía,Altos Norte,51172,2477,136,0,48249,0,52579,56778,0,96201,0,77605,0,0,54671,54981,949,0,0,641,57970,29321,1227,57995,0,19,0,64122,0,0,55896,0,0,59229,54880,2742,0,71374,668,50,66901,0,300,0,100582,56995,66673,0,0,0,66404,73828,0,33231,62793,0,71621,0,29850,68157,0,16278,64740,64947,69971,0,191,70565,0,63635,61669,71914,0,0,6180,1795,0,0,70327,0,61650,0,0,0,0,56567,64874,0,127317,196,80105,285,279,0,0,195637,0,2215,63617,0,0,73747,75361,123093,0,144014,2254,86,0,0,67756,62759,189,6356,5797,0,79509,66012,60169,27744,5689,29537,2459,132196,0,60095,0,63314,0,0,123796,0,0,69184,2435,75387,0,69614,0,4292773
Oceanía,ZMG,771588,915919,1187336,774651,1673626,995770,1111865,1330678,1259415,2338039,2032230,2628006,3641541,2162728,3021729,2691001,3122447,2924387,3843154,2884371,3718605,6006017,4797591,5603937,5494497,4023689,3541023,4409285,2948097,5199065,4046924,3216531,1568473,2076749,7388435,5110215,6105987,3590466,3360760,3827962,3890017,3948067,2984784,2220843,2066658,1632096,2969187,3879068,3985245,1429257,2187284,2610122,562943,1389420,863965,3286121,8800384,11284923,4573432,6860869,5915910,4568973,5318280,7651674,8427187,8896240,7174284,1288899,2388831,4626374,2087244,1139889,7548409,6690006,6680038,8402498,7477306,8730116,10091591,9814183,10903432,7751829,11057665,10036289,8240467,5268011,1105979,898174,1639245,1143748,944694,1807301,1368324,2058032,1571131,777591,1272814,433665,1460065,987007,685156,560420,1010644,1214419,907785,876629,883350,1074794,455515,616898,644104,946220,399004,1054804,569400,976651,989408,1771551,1160446,928697,359377,302128,1158605,491063,269423,936804,1332201,629843,517757,1207543,827937,1033775,684928,299752,483332,463347,846896,1368179,615011,425966626
Oceanía,( Blank ),176969,176835,224596,223204,389116,682600,532071,374446,339897,710373,407563,1034230,680564,701402,755325,1340457,722550,691036,1621623,1200910,644148,1078665,887250,723906,482766,394465,890178,667268,431818,468774,1060307,921090,1185599,751575,632737,445896,410199,1197224,346096,582360,494712,464492,827056,1258260,513220,689430,469460,571820,379090,489761,810765,727953,611742,1027660,1244497,954966,709495,900924,535927,740346,921024,627247,1163875,901362,1460987,1048386,313847,434339,330089,287156,283451,1310237,919175,1214465,947998,1187273,2090703,997044,1914797,1818018,973270,943825,913985,773889,621084,2585294,4417135,4583433,1736001,1650123,2529664,5413428,2013054,1509852,681436,948244,2043625,1299075,1438867,1032773,1751044,1191306,1084572,2248947,1714117,1793263,697073,1778151,1292300,734683,1030992,1706408,1777692,832245,2301021,1060631,895010,897584,794055,796935,685021,463345,1007847,1989214,379426,883953,845967,1291923,937105,817209,388129,1543078,4473863,5131607,4318804,13001841,10400880,7481657,4009756,375867175
Oceanía,Regiones,1774595,1892777,2315104,1526621,3084521,4525329,2161315,2576359,2682699,4488506,3489719,5908340,6342974,4286434,5959745,5265732,5264759,5731243,6005214,5915754,5277297,7839767,6933584,8511156,7332556,5750980,5272442,6805348,5613084,7772807,6300177,6385558,5151167,4798491,8657213,7417044,7404285,6090373,6082688,5743318,5640349,5920756,4617349,6212378,6406814,3865667,5768905,7123068,7016587,3057911,5166400,5201711,3257032,4854312,6176486,5941209,11327105,14876667,7347765,11955578,10283774,8251946,8627380,10691196,12066663,14690273,11084421,3567441,10457160,8178253,4279223,8172508,16071730,17632446,16731134,14893043,16947026,19518509,25760851,22056527,24390718,14879308,22926497,28376329,19071380,15144379,23039238,18851927,16096435,24104605,19191062,22755660,13828614,15871699,8276083,8842572,7802539,8878272,9821764,9735698,10136254,9268460,10009794,9092126,10311160,10138084,8268934,11545433,5758608,5931718,5639352,10940325,7394689,24447744,22665913,10779250,14451396,18331161,11929347,18027730,14215466,7838782,17247076,6033653,9828388,15812348,8382433,10401297,13652432,11978575,11587941,7702614,19998334,14358066,12249037,17878859,15584861,34816542,16224010,1626324825
América del Norte,Altos Sur,1370564,1714307,3991886,1618561,3328736,2411043,3501072,2471016,1816332,3230831,2679612,2021836,2681964,2234659,2740789,2855226,2576752,2813758,2749239,2882407,2485376,2519239,2014159,1160461,4963009,2139608,2521594,1928170,2810775,2636737,2413910,3482408,3930014,3782241,1428118,2525195,2199487,2009559,1521694,1176978,3311370,2051640,2305316,2323796,4027841,3016599,2396168,3019881,2586483,1909573,4082672,5155737,4367053,5595618,4067096,4930936,4322053,4390674,5357951,6334879,3427117,3258809,4472782,3295025,3195300,5154605,4338482,3904809,2812608,2678346,3040881,3558034,2944014,4098068,5154930,5118931,4446521,3621133,5742257,4715445,4206641,4004219,3168488,1783585,2897448,5788006,3073350,4482393,4547147,2194521,3010303,2966463,2086150,2549377,3160978,2768970,2705496,2846764,4188573,3552062,3470349,4440156,3424606,4403181,4256442,6757072,8786486,6386114,5431921,8382645,5688784,4146032,3953576,3439728,3922967,3321035,4748082,3522907,5164717,2507541,2814610,3315402,4267985,4981477,5095041,6945294,10493560,5913777,6696527,6625370,6335317,4923509,4439373,6006117,7506602,5425429,5693512,8907542,7979531,532371982
